PING 10.0.0.8 (10.0.0.8) 56(84) bytes of data.
64 bytes from 10.0.0.8: icmp_seq=195 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=198 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=199 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=202 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=203 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=206 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=209 ttl=64 time=49.6 ms
64 bytes from 10.0.0.8: icmp_seq=210 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=213 ttl=64 time=42.0 ms
64 bytes from 10.0.0.8: icmp_seq=214 ttl=64 time=63.2 ms
64 bytes from 10.0.0.8: icmp_seq=217 ttl=64 time=23.8 ms
64 bytes from 10.0.0.8: icmp_seq=218 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=221 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=222 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=225 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=226 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=229 ttl=64 time=28.1 ms
64 bytes from 10.0.0.8: icmp_seq=233 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=236 ttl=64 time=34.6 ms
64 bytes from 10.0.0.8: icmp_seq=237 ttl=64 time=21.5 ms
64 bytes from 10.0.0.8: icmp_seq=240 ttl=64 time=30.4 ms
64 bytes from 10.0.0.8: icmp_seq=241 ttl=64 time=17.5 ms
64 bytes from 10.0.0.8: icmp_seq=244 ttl=64 time=19.1 ms
64 bytes from 10.0.0.8: icmp_seq=245 ttl=64 time=54.6 ms
64 bytes from 10.0.0.8: icmp_seq=248 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=249 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=252 ttl=64 time=19.9 ms
64 bytes from 10.0.0.8: icmp_seq=253 ttl=64 time=41.5 ms
64 bytes from 10.0.0.8: icmp_seq=256 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=259 ttl=64 time=50.0 ms
64 bytes from 10.0.0.8: icmp_seq=260 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=263 ttl=64 time=31.0 ms
64 bytes from 10.0.0.8: icmp_seq=264 ttl=64 time=15.9 ms
64 bytes from 10.0.0.8: icmp_seq=267 ttl=64 time=18.3 ms
64 bytes from 10.0.0.8: icmp_seq=268 ttl=64 time=31.9 ms
64 bytes from 10.0.0.8: icmp_seq=271 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=272 ttl=64 time=23.6 ms
64 bytes from 10.0.0.8: icmp_seq=275 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=276 ttl=64 time=32.5 ms
64 bytes from 10.0.0.8: icmp_seq=279 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=283 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=286 ttl=64 time=34.8 ms
64 bytes from 10.0.0.8: icmp_seq=287 ttl=64 time=19.0 ms
64 bytes from 10.0.0.8: icmp_seq=290 ttl=64 time=30.4 ms
64 bytes from 10.0.0.8: icmp_seq=291 ttl=64 time=27.7 ms
64 bytes from 10.0.0.8: icmp_seq=294 ttl=64 time=16.9 ms
64 bytes from 10.0.0.8: icmp_seq=295 ttl=64 time=23.1 ms
64 bytes from 10.0.0.8: icmp_seq=298 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=299 ttl=64 time=32.1 ms
64 bytes from 10.0.0.8: icmp_seq=302 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=303 ttl=64 time=24.2 ms
64 bytes from 10.0.0.8: icmp_seq=306 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=309 ttl=64 time=45.4 ms
64 bytes from 10.0.0.8: icmp_seq=310 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=311 ttl=64 time=57.9 ms
64 bytes from 10.0.0.8: icmp_seq=312 ttl=64 time=30.9 ms
64 bytes from 10.0.0.8: icmp_seq=313 ttl=64 time=44.3 ms
64 bytes from 10.0.0.8: icmp_seq=314 ttl=64 time=57.3 ms
64 bytes from 10.0.0.8: icmp_seq=315 ttl=64 time=54.2 ms
64 bytes from 10.0.0.8: icmp_seq=316 ttl=64 time=51.2 ms
64 bytes from 10.0.0.8: icmp_seq=317 ttl=64 time=80.6 ms
64 bytes from 10.0.0.8: icmp_seq=318 ttl=64 time=77.1 ms
64 bytes from 10.0.0.8: icmp_seq=319 ttl=64 time=74.2 ms
64 bytes from 10.0.0.8: icmp_seq=320 ttl=64 time=87.3 ms
64 bytes from 10.0.0.8: icmp_seq=321 ttl=64 time=84.5 ms
64 bytes from 10.0.0.8: icmp_seq=322 ttl=64 time=97.9 ms
64 bytes from 10.0.0.8: icmp_seq=325 ttl=64 time=27.2 ms
64 bytes from 10.0.0.8: icmp_seq=326 ttl=64 time=40.3 ms
64 bytes from 10.0.0.8: icmp_seq=329 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=330 ttl=64 time=78.8 ms
64 bytes from 10.0.0.8: icmp_seq=333 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=334 ttl=64 time=27.8 ms
64 bytes from 10.0.0.8: icmp_seq=337 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=338 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=341 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=345 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=348 ttl=64 time=37.9 ms
64 bytes from 10.0.0.8: icmp_seq=349 ttl=64 time=20.0 ms
64 bytes from 10.0.0.8: icmp_seq=352 ttl=64 time=30.4 ms
64 bytes from 10.0.0.8: icmp_seq=353 ttl=64 time=27.7 ms
64 bytes from 10.0.0.8: icmp_seq=356 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=357 ttl=64 time=19.7 ms
64 bytes from 10.0.0.8: icmp_seq=360 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=361 ttl=64 time=28.2 ms
64 bytes from 10.0.0.8: icmp_seq=364 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=365 ttl=64 time=20.3 ms
64 bytes from 10.0.0.8: icmp_seq=368 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=371 ttl=64 time=47.0 ms
64 bytes from 10.0.0.8: icmp_seq=372 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=375 ttl=64 time=39.3 ms
64 bytes from 10.0.0.8: icmp_seq=376 ttl=64 time=31.7 ms
64 bytes from 10.0.0.8: icmp_seq=379 ttl=64 time=15.6 ms
64 bytes from 10.0.0.8: icmp_seq=380 ttl=64 time=54.6 ms
64 bytes from 10.0.0.8: icmp_seq=383 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=384 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=387 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=388 ttl=64 time=20.1 ms
64 bytes from 10.0.0.8: icmp_seq=391 ttl=64 time=27.9 ms
64 bytes from 10.0.0.8: icmp_seq=395 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=398 ttl=64 time=54.2 ms
64 bytes from 10.0.0.8: icmp_seq=399 ttl=64 time=46.1 ms
64 bytes from 10.0.0.8: icmp_seq=402 ttl=64 time=26.5 ms
64 bytes from 10.0.0.8: icmp_seq=403 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=406 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=407 ttl=64 time=40.1 ms
64 bytes from 10.0.0.8: icmp_seq=410 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=411 ttl=64 time=32.2 ms
64 bytes from 10.0.0.8: icmp_seq=414 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=415 ttl=64 time=28.4 ms
64 bytes from 10.0.0.8: icmp_seq=418 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=421 ttl=64 time=49.8 ms
64 bytes from 10.0.0.8: icmp_seq=422 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=425 ttl=64 time=31.0 ms
64 bytes from 10.0.0.8: icmp_seq=426 ttl=64 time=15.8 ms
64 bytes from 10.0.0.8: icmp_seq=429 ttl=64 time=26.9 ms
64 bytes from 10.0.0.8: icmp_seq=430 ttl=64 time=30.3 ms
64 bytes from 10.0.0.8: icmp_seq=433 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=434 ttl=64 time=19.7 ms
64 bytes from 10.0.0.8: icmp_seq=437 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=438 ttl=64 time=28.4 ms
64 bytes from 10.0.0.8: icmp_seq=441 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=442 ttl=64 time=20.4 ms
64 bytes from 10.0.0.8: icmp_seq=445 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=448 ttl=64 time=57.0 ms
64 bytes from 10.0.0.8: icmp_seq=449 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=452 ttl=64 time=39.3 ms
64 bytes from 10.0.0.8: icmp_seq=453 ttl=64 time=44.3 ms
64 bytes from 10.0.0.8: icmp_seq=456 ttl=64 time=35.0 ms
64 bytes from 10.0.0.8: icmp_seq=457 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=460 ttl=64 time=23.3 ms
64 bytes from 10.0.0.8: icmp_seq=461 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=464 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=465 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=468 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=469 ttl=64 time=17.4 ms
64 bytes from 10.0.0.8: icmp_seq=472 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=473 ttl=64 time=22.1 ms
64 bytes from 10.0.0.8: icmp_seq=476 ttl=64 time=24.4 ms
64 bytes from 10.0.0.8: icmp_seq=479 ttl=64 time=57.6 ms
64 bytes from 10.0.0.8: icmp_seq=480 ttl=64 time=15.2 ms
64 bytes from 10.0.0.8: icmp_seq=483 ttl=64 time=50.3 ms
64 bytes from 10.0.0.8: icmp_seq=484 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=487 ttl=64 time=27.8 ms
64 bytes from 10.0.0.8: icmp_seq=488 ttl=64 time=19.0 ms
64 bytes from 10.0.0.8: icmp_seq=491 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=492 ttl=64 time=27.7 ms
64 bytes from 10.0.0.8: icmp_seq=495 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=496 ttl=64 time=26.0 ms
64 bytes from 10.0.0.8: icmp_seq=499 ttl=64 time=18.0 ms
64 bytes from 10.0.0.8: icmp_seq=500 ttl=64 time=47.3 ms
64 bytes from 10.0.0.8: icmp_seq=503 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=507 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=510 ttl=64 time=37.2 ms
64 bytes from 10.0.0.8: icmp_seq=511 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=514 ttl=64 time=25.0 ms
64 bytes from 10.0.0.8: icmp_seq=515 ttl=64 time=48.2 ms
64 bytes from 10.0.0.8: icmp_seq=518 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=519 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=522 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=523 ttl=64 time=28.4 ms
64 bytes from 10.0.0.8: icmp_seq=526 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=530 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=533 ttl=64 time=42.4 ms
64 bytes from 10.0.0.8: icmp_seq=534 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=537 ttl=64 time=19.3 ms
64 bytes from 10.0.0.8: icmp_seq=538 ttl=64 time=40.0 ms
64 bytes from 10.0.0.8: icmp_seq=541 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=542 ttl=64 time=27.7 ms
64 bytes from 10.0.0.8: icmp_seq=545 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=546 ttl=64 time=19.9 ms
64 bytes from 10.0.0.8: icmp_seq=549 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=550 ttl=64 time=28.5 ms
64 bytes from 10.0.0.8: icmp_seq=553 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=556 ttl=64 time=47.0 ms
64 bytes from 10.0.0.8: icmp_seq=557 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=560 ttl=64 time=37.9 ms
64 bytes from 10.0.0.8: icmp_seq=561 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=564 ttl=64 time=12.9 ms
64 bytes from 10.0.0.8: icmp_seq=565 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=566 ttl=64 time=34.0 ms
64 bytes from 10.0.0.8: icmp_seq=568 ttl=64 time=15.5 ms
64 bytes from 10.0.0.8: icmp_seq=569 ttl=64 time=21.8 ms
64 bytes from 10.0.0.8: icmp_seq=572 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=573 ttl=64 time=42.8 ms
64 bytes from 10.0.0.8: icmp_seq=576 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=577 ttl=64 time=44.7 ms
64 bytes from 10.0.0.8: icmp_seq=580 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=583 ttl=64 time=48.2 ms
64 bytes from 10.0.0.8: icmp_seq=584 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=587 ttl=64 time=37.0 ms
64 bytes from 10.0.0.8: icmp_seq=588 ttl=64 time=20.1 ms
64 bytes from 10.0.0.8: icmp_seq=591 ttl=64 time=25.1 ms
64 bytes from 10.0.0.8: icmp_seq=592 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=595 ttl=64 time=20.5 ms
64 bytes from 10.0.0.8: icmp_seq=596 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=599 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=600 ttl=64 time=29.7 ms
64 bytes from 10.0.0.8: icmp_seq=603 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=604 ttl=64 time=32.3 ms
64 bytes from 10.0.0.8: icmp_seq=607 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=608 ttl=64 time=28.4 ms
64 bytes from 10.0.0.8: icmp_seq=611 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=614 ttl=64 time=57.2 ms
64 bytes from 10.0.0.8: icmp_seq=615 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=618 ttl=64 time=46.7 ms
64 bytes from 10.0.0.8: icmp_seq=619 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=622 ttl=64 time=32.8 ms
64 bytes from 10.0.0.8: icmp_seq=623 ttl=64 time=13.2 ms
64 bytes from 10.0.0.8: icmp_seq=626 ttl=64 time=16.0 ms
64 bytes from 10.0.0.8: icmp_seq=627 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=630 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=631 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=634 ttl=64 time=18.3 ms
64 bytes from 10.0.0.8: icmp_seq=635 ttl=64 time=47.9 ms
64 bytes from 10.0.0.8: icmp_seq=638 ttl=64 time=28.1 ms
64 bytes from 10.0.0.8: icmp_seq=641 ttl=64 time=48.2 ms
64 bytes from 10.0.0.8: icmp_seq=642 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=645 ttl=64 time=38.5 ms
64 bytes from 10.0.0.8: icmp_seq=646 ttl=64 time=42.0 ms
64 bytes from 10.0.0.8: icmp_seq=649 ttl=64 time=20.3 ms
64 bytes from 10.0.0.8: icmp_seq=650 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=653 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=654 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=657 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=658 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=661 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=665 ttl=64 time=25.5 ms
64 bytes from 10.0.0.8: icmp_seq=668 ttl=64 time=29.9 ms
64 bytes from 10.0.0.8: icmp_seq=669 ttl=64 time=26.0 ms
64 bytes from 10.0.0.8: icmp_seq=672 ttl=64 time=25.2 ms
64 bytes from 10.0.0.8: icmp_seq=673 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=676 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=677 ttl=64 time=38.3 ms
64 bytes from 10.0.0.8: icmp_seq=680 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=681 ttl=64 time=24.8 ms
64 bytes from 10.0.0.8: icmp_seq=684 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=687 ttl=64 time=60.3 ms
64 bytes from 10.0.0.8: icmp_seq=688 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=691 ttl=64 time=53.2 ms
64 bytes from 10.0.0.8: icmp_seq=692 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=695 ttl=64 time=42.0 ms
64 bytes from 10.0.0.8: icmp_seq=696 ttl=64 time=15.9 ms
64 bytes from 10.0.0.8: icmp_seq=699 ttl=64 time=25.7 ms
64 bytes from 10.0.0.8: icmp_seq=700 ttl=64 time=23.1 ms
64 bytes from 10.0.0.8: icmp_seq=703 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=704 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=707 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=708 ttl=64 time=28.1 ms
64 bytes from 10.0.0.8: icmp_seq=711 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=712 ttl=64 time=24.2 ms
64 bytes from 10.0.0.8: icmp_seq=715 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=718 ttl=64 time=50.8 ms
64 bytes from 10.0.0.8: icmp_seq=719 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=722 ttl=64 time=37.8 ms
64 bytes from 10.0.0.8: icmp_seq=723 ttl=64 time=53.7 ms
64 bytes from 10.0.0.8: icmp_seq=726 ttl=64 time=24.7 ms
64 bytes from 10.0.0.8: icmp_seq=727 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=730 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=731 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=734 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=735 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=738 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=741 ttl=64 time=55.1 ms
64 bytes from 10.0.0.8: icmp_seq=742 ttl=64 time=17.9 ms
64 bytes from 10.0.0.8: icmp_seq=745 ttl=64 time=52.4 ms
