1463093713.679767,0
1463093713.783012,0
1463093713.885556,0
1463093713.988959,0
1463093714.092300,0
1463093714.195976,5
1463093714.306114,8
1463093714.409471,0
1463093714.513628,0
1463093714.617804,0
1463093714.725368,0
1463093714.829641,0
1463093714.933800,0
1463093715.038035,0
1463093715.145409,0
1463093715.249700,0
1463093715.368465,9
1463093715.472757,4
1463093715.577026,0
1463093715.681339,0
1463093715.785618,0
1463093715.889879,0
1463093715.997457,0
1463093716.101663,0
1463093716.205936,0
1463093716.313412,0
1463093716.431126,8
1463093716.547242,8
1463093716.651531,0
1463093716.755758,0
1463093716.860042,0
1463093716.964287,0
1463093717.068550,0
1463093717.172868,0
1463093717.277088,0
1463093717.381348,0
1463093717.485562,4
1463093717.605529,9
1463093717.709565,0
1463093717.813739,0
1463093717.917999,0
1463093718.025405,0
1463093718.129656,0
1463093718.233946,0
1463093718.341409,0
1463093718.445690,0
1463093718.550032,1
1463093718.671785,8
1463093718.776313,4
1463093718.880582,0
1463093718.984908,0
1463093719.089223,0
1463093719.193493,0
1463093719.297890,0
1463093719.405404,0
1463093719.509690,0
1463093719.613950,0
1463093719.726737,9
1463093719.841491,9
1463093719.945742,0
1463093720.050077,0
1463093720.157410,0
1463093720.263067,0
1463093720.367285,0
1463093720.471545,0
1463093720.575706,0
1463093720.679953,0
1463093720.784209,0
1463093720.896746,9
1463093721.000899,0
1463093721.105134,0
1463093721.209404,0
1463093721.313666,0
1463093721.417984,0
1463093721.525422,0
1463093721.629666,0
1463093721.733960,0
1463093721.841408,0
1463093721.958796,9
1463093722.072832,5
1463093722.177084,0
1463093722.281332,0
1463093722.385581,0
1463093722.489817,0
1463093722.597454,0
1463093722.701717,0
1463093722.805971,0
1463093722.913406,0
1463093723.017629,1
1463093723.137538,9
1463093723.241826,0
1463093723.349406,0
1463093723.453652,0
1463093723.557909,0
1463093723.662121,0
1463093723.769405,0
1463093723.873729,0
1463093723.977953,0
1463093724.085425,3
1463093724.204473,8
1463093724.308808,0
1463093724.413064,0
1463093724.517283,0
1463093724.621562,0
1463093724.725680,0
1463093724.829901,0
1463093724.937404,0
1463093725.041654,0
1463093725.145976,0
1463093725.261201,8
1463093725.365438,7
1463093725.469694,0
1463093725.574044,0
1463093725.681430,0
1463093725.787325,0
1463093725.891488,0
1463093725.995735,0
1463093726.100026,0
1463093726.204235,0
1463093726.308445,0
1463093726.421502,9
1463093726.525743,0
1463093726.629912,0
1463093726.734132,0
1463093726.841407,0
1463093726.945658,0
1463093727.049946,0
1463093727.157399,0
1463093727.261592,0
1463093727.365791,6
1463093727.481123,8
1463093727.585294,4
1463093727.689519,0
1463093727.793723,0
1463093727.898038,0
1463093728.005424,0
1463093728.109698,0
1463093728.214016,0
1463093728.321411,0
1463093728.425744,0
1463093728.549178,9
1463093728.661387,8
1463093728.765622,5
1463093728.869864,4
1463093728.977407,3
1463093729.081634,3
1463093729.185872,5
1463093729.289953,5
1463093729.397438,4
1463093729.501697,5
1463093729.605984,6
1463093729.732081,9
1463093729.849381,0
1463093729.953612,0
1463093730.057730,0
1463093730.161941,0
1463093730.269413,0
1463093730.373717,0
1463093730.477978,0
1463093730.582265,0
1463093730.686471,0
1463093730.797823,9
1463093730.902010,2
1463093731.006264,0
1463093731.110509,0
1463093731.221369,0
1463093731.325631,0
1463093731.429895,0
1463093731.534135,0
1463093731.641400,0
1463093731.745581,0
1463093731.861458,9
1463093731.965624,7
1463093732.069655,1
1463093732.173875,1
1463093732.281427,2
1463093732.385674,3
1463093732.489890,3
1463093732.597473,4
1463093732.701702,3
1463093732.805992,5
1463093732.913417,4
1463093733.029547,9
1463093733.133795,0
1463093733.238037,0
1463093733.345406,0
1463093733.449734,0
1463093733.553968,0
1463093733.658244,0
1463093733.765414,0
1463093733.869671,0
1463093733.973966,1
1463093734.084599,9
1463093734.188847,3
1463093734.293089,0
1463093734.397345,0
1463093734.501566,0
1463093734.605765,0
