PING 10.0.0.8 (10.0.0.8) 56(84) bytes of data.
64 bytes from 10.0.0.8: icmp_seq=207 ttl=64 time=19.5 ms
64 bytes from 10.0.0.8: icmp_seq=208 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=209 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=212 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=213 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=214 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=217 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=218 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=219 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=222 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=223 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=226 ttl=64 time=59.6 ms
64 bytes from 10.0.0.8: icmp_seq=227 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=228 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=231 ttl=64 time=39.4 ms
64 bytes from 10.0.0.8: icmp_seq=232 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=233 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=236 ttl=64 time=23.6 ms
64 bytes from 10.0.0.8: icmp_seq=237 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=238 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=241 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=242 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=243 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=246 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=247 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=248 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=251 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=252 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=256 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=257 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=260 ttl=64 time=49.0 ms
64 bytes from 10.0.0.8: icmp_seq=261 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=262 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=265 ttl=64 time=27.6 ms
64 bytes from 10.0.0.8: icmp_seq=266 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=267 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=270 ttl=64 time=20.9 ms
64 bytes from 10.0.0.8: icmp_seq=271 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=272 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=275 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=276 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=277 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=280 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=281 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=282 ttl=64 time=12.9 ms
64 bytes from 10.0.0.8: icmp_seq=285 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=286 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=289 ttl=64 time=52.9 ms
64 bytes from 10.0.0.8: icmp_seq=290 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=291 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=294 ttl=64 time=31.6 ms
64 bytes from 10.0.0.8: icmp_seq=295 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=296 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=299 ttl=64 time=15.4 ms
64 bytes from 10.0.0.8: icmp_seq=300 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=301 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=304 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=305 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=306 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=309 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=310 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=314 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=315 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=318 ttl=64 time=39.4 ms
64 bytes from 10.0.0.8: icmp_seq=319 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=320 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=323 ttl=64 time=23.6 ms
64 bytes from 10.0.0.8: icmp_seq=324 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=325 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=326 ttl=64 time=32.8 ms
64 bytes from 10.0.0.8: icmp_seq=328 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=329 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=330 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=333 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=334 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=335 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=338 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=339 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=343 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=344 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=347 ttl=64 time=39.4 ms
64 bytes from 10.0.0.8: icmp_seq=348 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=349 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=352 ttl=64 time=33.1 ms
64 bytes from 10.0.0.8: icmp_seq=353 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=354 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=357 ttl=64 time=19.3 ms
64 bytes from 10.0.0.8: icmp_seq=358 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=359 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=362 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=363 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=364 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=367 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=368 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=369 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=372 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=373 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=376 ttl=64 time=57.0 ms
64 bytes from 10.0.0.8: icmp_seq=377 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=378 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=381 ttl=64 time=55.3 ms
64 bytes from 10.0.0.8: icmp_seq=382 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=383 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=386 ttl=64 time=31.4 ms
64 bytes from 10.0.0.8: icmp_seq=387 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=388 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=391 ttl=64 time=15.6 ms
64 bytes from 10.0.0.8: icmp_seq=392 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=393 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=396 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=397 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=398 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=401 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=402 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=403 ttl=64 time=12.7 ms
64 bytes from 10.0.0.8: icmp_seq=406 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=407 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=411 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=412 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=415 ttl=64 time=39.4 ms
64 bytes from 10.0.0.8: icmp_seq=416 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=417 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=420 ttl=64 time=27.6 ms
64 bytes from 10.0.0.8: icmp_seq=421 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=422 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=425 ttl=64 time=15.4 ms
64 bytes from 10.0.0.8: icmp_seq=426 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=427 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=430 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=431 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=432 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=435 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=436 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=440 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=441 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=444 ttl=64 time=33.8 ms
64 bytes from 10.0.0.8: icmp_seq=445 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=446 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=449 ttl=64 time=19.3 ms
64 bytes from 10.0.0.8: icmp_seq=450 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=451 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=454 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=455 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=456 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=459 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=460 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=461 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=464 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=465 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=469 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=470 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=473 ttl=64 time=39.4 ms
64 bytes from 10.0.0.8: icmp_seq=474 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=475 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=478 ttl=64 time=27.4 ms
64 bytes from 10.0.0.8: icmp_seq=479 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=480 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=483 ttl=64 time=21.0 ms
64 bytes from 10.0.0.8: icmp_seq=484 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=485 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=488 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=489 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=490 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=493 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=494 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=495 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=498 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=499 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=502 ttl=64 time=51.4 ms
64 bytes from 10.0.0.8: icmp_seq=503 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=504 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=507 ttl=64 time=39.4 ms
64 bytes from 10.0.0.8: icmp_seq=508 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=509 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=512 ttl=64 time=27.4 ms
64 bytes from 10.0.0.8: icmp_seq=513 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=514 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=517 ttl=64 time=15.4 ms
64 bytes from 10.0.0.8: icmp_seq=518 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=519 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=522 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=523 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=524 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=527 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=528 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=529 ttl=64 time=12.8 ms
64 bytes from 10.0.0.8: icmp_seq=532 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=533 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=537 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=538 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=541 ttl=64 time=36.9 ms
64 bytes from 10.0.0.8: icmp_seq=542 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=543 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=546 ttl=64 time=15.4 ms
64 bytes from 10.0.0.8: icmp_seq=547 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=548 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=551 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=552 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=553 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=556 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=557 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=558 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=561 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=562 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=566 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=567 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=570 ttl=64 time=39.4 ms
64 bytes from 10.0.0.8: icmp_seq=571 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=572 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=575 ttl=64 time=23.4 ms
64 bytes from 10.0.0.8: icmp_seq=576 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=577 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=580 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=581 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=582 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=585 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=586 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=587 ttl=64 time=12.7 ms
64 bytes from 10.0.0.8: icmp_seq=590 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=591 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=595 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=596 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=599 ttl=64 time=48.9 ms
64 bytes from 10.0.0.8: icmp_seq=600 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=601 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=604 ttl=64 time=35.4 ms
64 bytes from 10.0.0.8: icmp_seq=605 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=606 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=609 ttl=64 time=15.4 ms
64 bytes from 10.0.0.8: icmp_seq=610 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=611 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=614 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=615 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=616 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=619 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=620 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=621 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=624 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=625 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=628 ttl=64 time=55.6 ms
64 bytes from 10.0.0.8: icmp_seq=629 ttl=64 time=12.3 ms
