PING 10.0.0.8 (10.0.0.8) 56(84) bytes of data.
64 bytes from 10.0.0.8: icmp_seq=130 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=131 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=132 ttl=64 time=62.5 ms
64 bytes from 10.0.0.8: icmp_seq=133 ttl=64 time=83.6 ms
64 bytes from 10.0.0.8: icmp_seq=136 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=137 ttl=64 time=23.0 ms
64 bytes from 10.0.0.8: icmp_seq=138 ttl=64 time=52.5 ms
64 bytes from 10.0.0.8: icmp_seq=142 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=143 ttl=64 time=54.4 ms
64 bytes from 10.0.0.8: icmp_seq=144 ttl=64 time=83.7 ms
64 bytes from 10.0.0.8: icmp_seq=147 ttl=64 time=34.4 ms
64 bytes from 10.0.0.8: icmp_seq=148 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=149 ttl=64 time=49.9 ms
64 bytes from 10.0.0.8: icmp_seq=150 ttl=64 time=71.8 ms
64 bytes from 10.0.0.8: icmp_seq=153 ttl=64 time=31.8 ms
64 bytes from 10.0.0.8: icmp_seq=154 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=155 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=156 ttl=64 time=49.5 ms
64 bytes from 10.0.0.8: icmp_seq=159 ttl=64 time=13.4 ms
64 bytes from 10.0.0.8: icmp_seq=160 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=161 ttl=64 time=54.0 ms
64 bytes from 10.0.0.8: icmp_seq=162 ttl=64 time=75.7 ms
64 bytes from 10.0.0.8: icmp_seq=165 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=166 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=167 ttl=64 time=82.8 ms
64 bytes from 10.0.0.8: icmp_seq=168 ttl=64 time=103 ms
64 bytes from 10.0.0.8: icmp_seq=171 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=172 ttl=64 time=13.5 ms
64 bytes from 10.0.0.8: icmp_seq=173 ttl=64 time=42.5 ms
64 bytes from 10.0.0.8: icmp_seq=176 ttl=64 time=54.3 ms
64 bytes from 10.0.0.8: icmp_seq=177 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=178 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=179 ttl=64 time=62.0 ms
64 bytes from 10.0.0.8: icmp_seq=182 ttl=64 time=41.4 ms
64 bytes from 10.0.0.8: icmp_seq=183 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=184 ttl=64 time=21.3 ms
64 bytes from 10.0.0.8: icmp_seq=185 ttl=64 time=66.8 ms
64 bytes from 10.0.0.8: icmp_seq=188 ttl=64 time=16.8 ms
64 bytes from 10.0.0.8: icmp_seq=189 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=190 ttl=64 time=69.3 ms
64 bytes from 10.0.0.8: icmp_seq=191 ttl=64 time=98.8 ms
64 bytes from 10.0.0.8: icmp_seq=194 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=195 ttl=64 time=13.5 ms
64 bytes from 10.0.0.8: icmp_seq=196 ttl=64 time=58.6 ms
64 bytes from 10.0.0.8: icmp_seq=197 ttl=64 time=63.6 ms
64 bytes from 10.0.0.8: icmp_seq=200 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=201 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=202 ttl=64 time=54.0 ms
64 bytes from 10.0.0.8: icmp_seq=203 ttl=64 time=67.7 ms
64 bytes from 10.0.0.8: icmp_seq=206 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=207 ttl=64 time=22.0 ms
64 bytes from 10.0.0.8: icmp_seq=208 ttl=64 time=67.6 ms
64 bytes from 10.0.0.8: icmp_seq=212 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=213 ttl=64 time=42.3 ms
64 bytes from 10.0.0.8: icmp_seq=214 ttl=64 time=63.4 ms
64 bytes from 10.0.0.8: icmp_seq=217 ttl=64 time=39.2 ms
64 bytes from 10.0.0.8: icmp_seq=218 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=219 ttl=64 time=29.8 ms
64 bytes from 10.0.0.8: icmp_seq=220 ttl=64 time=50.5 ms
64 bytes from 10.0.0.8: icmp_seq=223 ttl=64 time=22.3 ms
64 bytes from 10.0.0.8: icmp_seq=224 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=225 ttl=64 time=58.2 ms
64 bytes from 10.0.0.8: icmp_seq=226 ttl=64 time=87.8 ms
64 bytes from 10.0.0.8: icmp_seq=229 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=230 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=231 ttl=64 time=37.4 ms
64 bytes from 10.0.0.8: icmp_seq=232 ttl=64 time=74.7 ms
64 bytes from 10.0.0.8: icmp_seq=235 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=236 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=237 ttl=64 time=25.6 ms
64 bytes from 10.0.0.8: icmp_seq=238 ttl=64 time=70.8 ms
64 bytes from 10.0.0.8: icmp_seq=241 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=242 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=243 ttl=64 time=29.9 ms
64 bytes from 10.0.0.8: icmp_seq=246 ttl=64 time=53.1 ms
64 bytes from 10.0.0.8: icmp_seq=247 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=248 ttl=64 time=69.9 ms
64 bytes from 10.0.0.8: icmp_seq=249 ttl=64 time=90.9 ms
64 bytes from 10.0.0.8: icmp_seq=252 ttl=64 time=42.6 ms
64 bytes from 10.0.0.8: icmp_seq=253 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=254 ttl=64 time=29.5 ms
64 bytes from 10.0.0.8: icmp_seq=255 ttl=64 time=50.4 ms
64 bytes from 10.0.0.8: icmp_seq=258 ttl=64 time=23.6 ms
64 bytes from 10.0.0.8: icmp_seq=259 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=260 ttl=64 time=41.3 ms
64 bytes from 10.0.0.8: icmp_seq=261 ttl=64 time=86.8 ms
64 bytes from 10.0.0.8: icmp_seq=264 ttl=64 time=15.1 ms
64 bytes from 10.0.0.8: icmp_seq=265 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=266 ttl=64 time=38.2 ms
64 bytes from 10.0.0.8: icmp_seq=267 ttl=64 time=59.8 ms
64 bytes from 10.0.0.8: icmp_seq=270 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=271 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=272 ttl=64 time=57.8 ms
64 bytes from 10.0.0.8: icmp_seq=273 ttl=64 time=79.8 ms
64 bytes from 10.0.0.8: icmp_seq=276 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=277 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=278 ttl=64 time=46.1 ms
64 bytes from 10.0.0.8: icmp_seq=282 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=283 ttl=64 time=45.8 ms
64 bytes from 10.0.0.8: icmp_seq=284 ttl=64 time=74.5 ms
64 bytes from 10.0.0.8: icmp_seq=287 ttl=64 time=34.0 ms
64 bytes from 10.0.0.8: icmp_seq=288 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=289 ttl=64 time=50.3 ms
64 bytes from 10.0.0.8: icmp_seq=290 ttl=64 time=71.6 ms
64 bytes from 10.0.0.8: icmp_seq=293 ttl=64 time=25.9 ms
64 bytes from 10.0.0.8: icmp_seq=294 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=295 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=296 ttl=64 time=58.6 ms
64 bytes from 10.0.0.8: icmp_seq=299 ttl=64 time=18.5 ms
64 bytes from 10.0.0.8: icmp_seq=300 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=301 ttl=64 time=57.8 ms
64 bytes from 10.0.0.8: icmp_seq=302 ttl=64 time=63.5 ms
64 bytes from 10.0.0.8: icmp_seq=305 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=306 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=307 ttl=64 time=68.3 ms
64 bytes from 10.0.0.8: icmp_seq=308 ttl=64 time=89.7 ms
64 bytes from 10.0.0.8: icmp_seq=311 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=312 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=313 ttl=64 time=57.8 ms
64 bytes from 10.0.0.8: icmp_seq=314 ttl=64 time=70.7 ms
64 bytes from 10.0.0.8: icmp_seq=317 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=318 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=319 ttl=64 time=50.1 ms
64 bytes from 10.0.0.8: icmp_seq=322 ttl=64 time=52.1 ms
64 bytes from 10.0.0.8: icmp_seq=323 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=324 ttl=64 time=33.7 ms
64 bytes from 10.0.0.8: icmp_seq=325 ttl=64 time=70.6 ms
64 bytes from 10.0.0.8: icmp_seq=328 ttl=64 time=41.9 ms
64 bytes from 10.0.0.8: icmp_seq=329 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=330 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=331 ttl=64 time=40.8 ms
64 bytes from 10.0.0.8: icmp_seq=334 ttl=64 time=31.8 ms
64 bytes from 10.0.0.8: icmp_seq=335 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=336 ttl=64 time=41.2 ms
64 bytes from 10.0.0.8: icmp_seq=337 ttl=64 time=78.8 ms
64 bytes from 10.0.0.8: icmp_seq=340 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=341 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=342 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=343 ttl=64 time=57.9 ms
64 bytes from 10.0.0.8: icmp_seq=346 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=347 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=348 ttl=64 time=57.8 ms
64 bytes from 10.0.0.8: icmp_seq=349 ttl=64 time=70.5 ms
64 bytes from 10.0.0.8: icmp_seq=351 ttl=64 time=60.4 ms
64 bytes from 10.0.0.8: icmp_seq=352 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=353 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=354 ttl=64 time=36.9 ms
64 bytes from 10.0.0.8: icmp_seq=355 ttl=64 time=66.9 ms
64 bytes from 10.0.0.8: icmp_seq=358 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=359 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=360 ttl=64 time=57.8 ms
64 bytes from 10.0.0.8: icmp_seq=364 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=365 ttl=64 time=29.8 ms
64 bytes from 10.0.0.8: icmp_seq=366 ttl=64 time=58.5 ms
64 bytes from 10.0.0.8: icmp_seq=369 ttl=64 time=35.8 ms
64 bytes from 10.0.0.8: icmp_seq=370 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=371 ttl=64 time=45.3 ms
64 bytes from 10.0.0.8: icmp_seq=372 ttl=64 time=66.8 ms
64 bytes from 10.0.0.8: icmp_seq=375 ttl=64 time=13.8 ms
64 bytes from 10.0.0.8: icmp_seq=376 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=377 ttl=64 time=57.9 ms
64 bytes from 10.0.0.8: icmp_seq=378 ttl=64 time=94.9 ms
64 bytes from 10.0.0.8: icmp_seq=381 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=382 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=383 ttl=64 time=54.1 ms
64 bytes from 10.0.0.8: icmp_seq=384 ttl=64 time=67.6 ms
64 bytes from 10.0.0.8: icmp_seq=387 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=388 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=389 ttl=64 time=37.6 ms
64 bytes from 10.0.0.8: icmp_seq=390 ttl=64 time=75.9 ms
64 bytes from 10.0.0.8: icmp_seq=393 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=394 ttl=64 time=17.5 ms
64 bytes from 10.0.0.8: icmp_seq=395 ttl=64 time=62.7 ms
64 bytes from 10.0.0.8: icmp_seq=398 ttl=64 time=44.1 ms
64 bytes from 10.0.0.8: icmp_seq=399 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=400 ttl=64 time=45.9 ms
64 bytes from 10.0.0.8: icmp_seq=401 ttl=64 time=74.7 ms
64 bytes from 10.0.0.8: icmp_seq=404 ttl=64 time=30.9 ms
64 bytes from 10.0.0.8: icmp_seq=405 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=406 ttl=64 time=45.2 ms
64 bytes from 10.0.0.8: icmp_seq=407 ttl=64 time=66.8 ms
64 bytes from 10.0.0.8: icmp_seq=410 ttl=64 time=13.7 ms
64 bytes from 10.0.0.8: icmp_seq=411 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=412 ttl=64 time=65.8 ms
64 bytes from 10.0.0.8: icmp_seq=413 ttl=64 time=78.9 ms
64 bytes from 10.0.0.8: icmp_seq=416 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=417 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=418 ttl=64 time=62.0 ms
64 bytes from 10.0.0.8: icmp_seq=419 ttl=64 time=76.7 ms
64 bytes from 10.0.0.8: icmp_seq=422 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=423 ttl=64 time=12.7 ms
64 bytes from 10.0.0.8: icmp_seq=424 ttl=64 time=46.4 ms
64 bytes from 10.0.0.8: icmp_seq=428 ttl=64 time=12.4 ms
64 bytes from 10.0.0.8: icmp_seq=429 ttl=64 time=45.7 ms
64 bytes from 10.0.0.8: icmp_seq=430 ttl=64 time=74.5 ms
64 bytes from 10.0.0.8: icmp_seq=433 ttl=64 time=37.5 ms
64 bytes from 10.0.0.8: icmp_seq=434 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=435 ttl=64 time=45.7 ms
64 bytes from 10.0.0.8: icmp_seq=436 ttl=64 time=66.9 ms
64 bytes from 10.0.0.8: icmp_seq=439 ttl=64 time=13.2 ms
64 bytes from 10.0.0.8: icmp_seq=440 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=441 ttl=64 time=61.9 ms
64 bytes from 10.0.0.8: icmp_seq=442 ttl=64 time=66.8 ms
64 bytes from 10.0.0.8: icmp_seq=445 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=446 ttl=64 time=13.5 ms
64 bytes from 10.0.0.8: icmp_seq=447 ttl=64 time=66.7 ms
64 bytes from 10.0.0.8: icmp_seq=448 ttl=64 time=88.8 ms
64 bytes from 10.0.0.8: icmp_seq=451 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=452 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=453 ttl=64 time=70.2 ms
64 bytes from 10.0.0.8: icmp_seq=454 ttl=64 time=67.2 ms
64 bytes from 10.0.0.8: icmp_seq=457 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=458 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=459 ttl=64 time=55.3 ms
64 bytes from 10.0.0.8: icmp_seq=462 ttl=64 time=53.3 ms
64 bytes from 10.0.0.8: icmp_seq=463 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=464 ttl=64 time=45.3 ms
64 bytes from 10.0.0.8: icmp_seq=465 ttl=64 time=66.5 ms
64 bytes from 10.0.0.8: icmp_seq=468 ttl=64 time=43.0 ms
64 bytes from 10.0.0.8: icmp_seq=469 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=470 ttl=64 time=54.4 ms
64 bytes from 10.0.0.8: icmp_seq=471 ttl=64 time=83.7 ms
64 bytes from 10.0.0.8: icmp_seq=474 ttl=64 time=27.1 ms
64 bytes from 10.0.0.8: icmp_seq=475 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=476 ttl=64 time=54.2 ms
64 bytes from 10.0.0.8: icmp_seq=477 ttl=64 time=75.6 ms
64 bytes from 10.0.0.8: icmp_seq=480 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=481 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=482 ttl=64 time=42.0 ms
64 bytes from 10.0.0.8: icmp_seq=483 ttl=64 time=87.8 ms
64 bytes from 10.0.0.8: icmp_seq=486 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=487 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=488 ttl=64 time=70.2 ms
64 bytes from 10.0.0.8: icmp_seq=489 ttl=64 time=67.6 ms
64 bytes from 10.0.0.8: icmp_seq=492 ttl=64 time=12.5 ms
64 bytes from 10.0.0.8: icmp_seq=493 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=494 ttl=64 time=25.3 ms
64 bytes from 10.0.0.8: icmp_seq=497 ttl=64 time=49.0 ms
64 bytes from 10.0.0.8: icmp_seq=498 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=499 ttl=64 time=45.9 ms
64 bytes from 10.0.0.8: icmp_seq=500 ttl=64 time=66.4 ms
64 bytes from 10.0.0.8: icmp_seq=503 ttl=64 time=29.8 ms
64 bytes from 10.0.0.8: icmp_seq=504 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=505 ttl=64 time=69.4 ms
64 bytes from 10.0.0.8: icmp_seq=506 ttl=64 time=75.7 ms
64 bytes from 10.0.0.8: icmp_seq=509 ttl=64 time=13.9 ms
64 bytes from 10.0.0.8: icmp_seq=510 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=511 ttl=64 time=61.4 ms
64 bytes from 10.0.0.8: icmp_seq=512 ttl=64 time=66.7 ms
64 bytes from 10.0.0.8: icmp_seq=515 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=516 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=517 ttl=64 time=50.2 ms
64 bytes from 10.0.0.8: icmp_seq=518 ttl=64 time=79.7 ms
64 bytes from 10.0.0.8: icmp_seq=521 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=522 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=523 ttl=64 time=70.2 ms
64 bytes from 10.0.0.8: icmp_seq=524 ttl=64 time=67.5 ms
64 bytes from 10.0.0.8: icmp_seq=527 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=528 ttl=64 time=17.7 ms
64 bytes from 10.0.0.8: icmp_seq=529 ttl=64 time=54.6 ms
64 bytes from 10.0.0.8: icmp_seq=532 ttl=64 time=52.4 ms
64 bytes from 10.0.0.8: icmp_seq=533 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=534 ttl=64 time=33.4 ms
64 bytes from 10.0.0.8: icmp_seq=535 ttl=64 time=70.6 ms
64 bytes from 10.0.0.8: icmp_seq=538 ttl=64 time=38.0 ms
64 bytes from 10.0.0.8: icmp_seq=539 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=540 ttl=64 time=12.6 ms
64 bytes from 10.0.0.8: icmp_seq=541 ttl=64 time=61.6 ms
64 bytes from 10.0.0.8: icmp_seq=544 ttl=64 time=21.9 ms
64 bytes from 10.0.0.8: icmp_seq=545 ttl=64 time=12.3 ms
64 bytes from 10.0.0.8: icmp_seq=546 ttl=64 time=61.4 ms
64 bytes from 10.0.0.8: icmp_seq=547 ttl=64 time=66.6 ms
64 bytes from 10.0.0.8: icmp_seq=550 ttl=64 time=12.5 ms
